"","nGene","nUMI","orig.ident","percent.mito","CellType","res.0.6","Batch","Jun_Status"
"Cell_6991",914,1516,"Cell",0,"Old","2","Batch2","Low"
"Cell_7001",951,1686,"Cell",0,"Old","5","Batch2","Low"
"Cell_7011",577,847,"Cell",0,"Old","4","Batch2","Low"
"Cell_7031",897,1649,"Cell",0,"Old","5","Batch2","Low"
"Cell_7041",942,1650,"Cell",0,"Old","0","Batch2","High"
"Cell_7051",466,713,"Cell",0,"Old","5","Batch2","Low"
"Cell_7061",585,962,"Cell",0,"Old","4","Batch2","Low"
"Cell_7071",1823,4068,"Cell",0,"Old","8","Batch2","Low"
"Cell_7081",488,783,"Cell",0,"Old","1","Batch2","Low"
"Cell_7101",1443,2903,"Cell",0,"Old","4","Batch2","Low"
"Cell_7111",1644,4797,"Cell",0,"Old","5","Batch2","Low"
"Cell_7121",2092,4612,"Cell",0,"Old","3","Batch2","Low"
"Cell_7131",2439,5798,"Cell",0,"Old","3","Batch2","Low"
"Cell_7141",1054,1993,"Cell",0,"Old","7","Batch2","Low"
"Cell_7151",571,883,"Cell",0,"Old","5","Batch2","Low"
"Cell_7161",1381,2771,"Cell",0,"Old","4","Batch2","Low"
"Cell_7171",833,1318,"Cell",0,"Old","0","Batch2","High"
"Cell_7181",604,862,"Cell",0,"Old","2","Batch2","Low"
"Cell_7191",662,963,"Cell",0,"Old","4","Batch2","Low"
"Cell_7201",707,1159,"Cell",0,"Old","5","Batch2","Low"
"Cell_7211",481,770,"Cell",0,"Old","1","Batch2","Low"
"Cell_7221",585,851,"Cell",0,"Old","4","Batch2","Low"
"Cell_7231",491,723,"Cell",0,"Old","0","Batch2","High"
"Cell_7241",774,1364,"Cell",0,"Old","4","Batch2","Low"
"Cell_7251",831,1440,"Cell",0,"Old","1","Batch2","Low"
"Cell_7261",435,715,"Cell",0,"Old","5","Batch2","Low"
"Cell_7271",1718,3740,"Cell",0,"Old","5","Batch2","Low"
"Cell_7281",423,630,"Cell",0,"Old","4","Batch2","Low"
"Cell_7291",736,1150,"Cell",0,"Old","4","Batch2","Low"
"Cell_7301",944,1491,"Cell",0,"Old","4","Batch2","Low"
"Cell_7311",461,653,"Cell",0,"Old","2","Batch2","Low"
"Cell_7321",557,951,"Cell",0,"Old","4","Batch2","Low"
"Cell_7331",710,1164,"Cell",0,"Old","5","Batch2","Low"
"Cell_7341",408,602,"Cell",0,"Old","3","Batch2","Low"
"Cell_7351",1199,1995,"Cell",0,"Old","2","Batch2","Low"
"Cell_7361",581,948,"Cell",0,"Old","3","Batch2","Low"
"Cell_7371",432,605,"Cell",0,"Old","0","Batch2","High"
"Cell_7381",579,857,"Cell",0,"Old","1","Batch2","Low"
"Cell_7391",503,749,"Cell",0,"Old","5","Batch2","Low"
"Cell_7401",356,1079,"Cell",0,"Old","6","Batch2","Low"
"Cell_7411",2052,4662,"Cell",0,"Old","5","Batch2","Low"
"Cell_7421",510,806,"Cell",0,"Old","5","Batch2","Low"
"Cell_7431",431,656,"Cell",0,"Old","5","Batch2","Low"
"Cell_7441",526,744,"Cell",0,"Old","0","Batch2","High"
"Cell_7451",636,1179,"Cell",0,"Old","5","Batch2","Low"
"Cell_7461",837,1296,"Cell",0,"Old","3","Batch2","Low"
"Cell_7471",813,1374,"Cell",0,"Old","2","Batch2","Low"
"Cell_7481",675,1038,"Cell",0,"Old","0","Batch2","High"
"Cell_7491",529,837,"Cell",0,"Old","5","Batch2","Low"
"Cell_7501",486,796,"Cell",0,"Old","1","Batch2","Low"
"Cell_7511",699,1037,"Cell",0,"Old","4","Batch2","Low"
"Cell_7521",1395,3240,"Cell",0,"Old","4","Batch2","Low"
"Cell_7531",526,794,"Cell",0,"Old","0","Batch2","High"
"Cell_7541",948,1670,"Cell",0,"Old","5","Batch2","Low"
"Cell_7551",1956,4530,"Cell",0,"Old","5","Batch2","Low"
"Cell_7561",564,767,"Cell",0,"Old","0","Batch2","High"
"Cell_7571",527,804,"Cell",0,"Old","5","Batch2","Low"
"Cell_7581",421,613,"Cell",0,"Old","0","Batch2","High"
"Cell_7591",477,697,"Cell",0,"Old","3","Batch2","Low"
"Cell_7601",549,883,"Cell",0,"Old","10","Batch2","Low"
"Cell_7611",1482,3170,"Cell",0,"Old","9","Batch2","Low"
"Cell_7621",659,989,"Cell",0,"Old","1","Batch2","Low"
"Cell_7631",1261,2445,"Cell",0,"Old","0","Batch2","High"
"Cell_7641",1227,2325,"Cell",0,"Old","1","Batch2","Low"
"Cell_7651",373,627,"Cell",0,"Old","1","Batch2","Low"
"Cell_7661",562,822,"Cell",0,"Old","5","Batch2","Low"
"Cell_7671",979,1715,"Cell",0,"Old","0","Batch2","High"
"Cell_7681",1422,2662,"Cell",0,"Old","3","Batch2","Low"
"Cell_7691",608,935,"Cell",0,"Old","1","Batch2","Low"
"Cell_7701",671,1163,"Cell",0,"Old","5","Batch2","Low"
"Cell_7711",1469,2893,"Cell",0,"Old","3","Batch2","Low"
"Cell_7721",428,614,"Cell",0,"Old","3","Batch2","Low"
"Cell_7731",740,1104,"Cell",0,"Old","5","Batch2","Low"
"Cell_7741",2187,5707,"Cell",0,"Old","5","Batch2","Low"
"Cell_7751",876,1420,"Cell",0,"Old","5","Batch2","Low"
"Cell_7761",919,1584,"Cell",0,"Old","3","Batch2","Low"
"Cell_7771",1270,2396,"Cell",0,"Old","4","Batch2","Low"
"Cell_7781",837,1322,"Cell",0,"Old","2","Batch2","Low"
"Cell_7791",1031,1788,"Cell",0,"Old","3","Batch2","Low"
"Cell_7801",571,842,"Cell",0,"Old","2","Batch2","Low"
"Cell_7811",686,1041,"Cell",0,"Old","0","Batch2","High"
"Cell_7821",431,656,"Cell",0,"Old","1","Batch2","Low"
"Cell_7831",1669,4040,"Cell",0,"Old","8","Batch2","Low"
"Cell_7841",722,1227,"Cell",0,"Old","5","Batch2","Low"
"Cell_7851",421,643,"Cell",0,"Old","5","Batch2","Low"
"Cell_7861",581,868,"Cell",0,"Old","0","Batch2","High"
"Cell_7871",1449,2830,"Cell",0,"Old","7","Batch2","Low"
"Cell_7881",1341,2721,"Cell",0,"Old","1","Batch2","Low"
"Cell_7891",422,613,"Cell",0,"Old","7","Batch2","Low"
"Cell_7901",536,856,"Cell",0,"Old","9","Batch2","Low"
"Cell_7911",749,1319,"Cell",0,"Old","1","Batch2","Low"
"Cell_7921",1887,3790,"Cell",0,"Old","3","Batch2","Low"
"Cell_7931",836,1568,"Cell",0,"Old","5","Batch2","Low"
"Cell_7941",1512,2888,"Cell",0,"Old","4","Batch2","Low"
"Cell_7951",1056,1877,"Cell",0,"Old","2","Batch2","Low"
"Cell_7961",1159,2360,"Cell",0,"Old","4","Batch2","Low"
"Cell_7971",1176,2198,"Cell",0,"Old","5","Batch2","Low"
"Cell_7981",527,716,"Cell",0,"Old","5","Batch2","Low"
"Cell_7991",2283,4999,"Cell",0,"Old","0","Batch2","High"
"Cell_8001",1300,2480,"Cell",0,"Old","4","Batch2","Low"
"Cell_8011",719,1081,"Cell",0,"Old","2","Batch2","Low"
"Cell_8021",434,612,"Cell",0,"Old","3","Batch2","Low"
"Cell_8031",733,1077,"Cell",0,"Old","4","Batch2","Low"
"Cell_8041",755,1224,"Cell",0,"Old","7","Batch2","Low"
"Cell_8051",1743,3423,"Cell",0,"Old","4","Batch2","Low"
"Cell_8061",559,808,"Cell",0,"Old","0","Batch2","High"
"Cell_8081",1690,3932,"Cell",0,"Old","5","Batch2","Low"
"Cell_8091",966,1619,"Cell",0,"Old","7","Batch2","Low"
"Cell_8101",897,1419,"Cell",0,"Old","4","Batch2","Low"
"Cell_8111",566,849,"Cell",0,"Old","1","Batch2","Low"
"Cell_8121",1128,2112,"Cell",0,"Old","3","Batch2","Low"
"Cell_8131",840,1370,"Cell",0,"Old","2","Batch2","Low"
"Cell_8141",649,1000,"Cell",0,"Old","5","Batch2","Low"
"Cell_8151",1448,3123,"Cell",0,"Old","4","Batch2","Low"
"Cell_8161",1103,1843,"Cell",0,"Old","4","Batch2","Low"
"Cell_8171",924,1520,"Cell",0,"Old","0","Batch2","High"
"Cell_8181",1969,4434,"Cell",0,"Old","7","Batch2","Low"
"Cell_8191",1139,2236,"Cell",0,"Old","4","Batch2","Low"
"Cell_8211",840,1227,"Cell",0,"Old","0","Batch2","High"
"Cell_8221",468,688,"Cell",0,"Old","5","Batch2","Low"
"Cell_8231",492,763,"Cell",0,"Old","0","Batch2","High"
"Cell_8241",554,872,"Cell",0,"Old","5","Batch2","Low"
"Cell_8251",1350,2653,"Cell",0,"Old","6","Batch2","Low"
"Cell_8261",634,1129,"Cell",0,"Old","7","Batch2","Low"
"Cell_8271",1063,1881,"Cell",0,"Old","0","Batch2","High"
"Cell_8281",517,771,"Cell",0,"Old","8","Batch2","Low"
"Cell_8291",871,1388,"Cell",0,"Old","0","Batch2","High"
"Cell_8301",448,700,"Cell",0,"Old","3","Batch2","Low"
"Cell_8311",757,1215,"Cell",0,"Old","5","Batch2","Low"
"Cell_8321",498,703,"Cell",0,"Old","5","Batch2","Low"
"Cell_8331",780,1268,"Cell",0,"Old","0","Batch2","High"
"Cell_8341",1135,2008,"Cell",0,"Old","0","Batch2","High"
"Cell_8351",721,1109,"Cell",0,"Old","2","Batch2","Low"
"Cell_8361",786,1262,"Cell",0,"Old","4","Batch2","Low"
"Cell_8371",2405,6243,"Cell",0,"Old","5","Batch2","Low"
"Cell_8381",476,725,"Cell",0,"Old","1","Batch2","Low"
"Cell_8391",1665,3347,"Cell",0,"Old","4","Batch2","Low"
"Cell_8401",579,995,"Cell",0,"Old","5","Batch2","Low"
"Cell_8411",569,841,"Cell",0,"Old","0","Batch2","High"
"Cell_8421",579,828,"Cell",0,"Old","2","Batch2","Low"
"Cell_8431",2222,5702,"Cell",0,"Old","4","Batch2","Low"
"Cell_8441",489,745,"Cell",0,"Old","8","Batch2","Low"
"Cell_8451",668,1120,"Cell",0,"Old","5","Batch2","Low"
"Cell_8461",519,756,"Cell",0,"Old","0","Batch2","High"
"Cell_8471",961,1644,"Cell",0,"Old","2","Batch2","Low"
"Cell_8481",504,754,"Cell",0,"Old","5","Batch2","Low"
"Cell_8491",436,694,"Cell",0,"Old","5","Batch2","Low"
"Cell_8501",1011,1672,"Cell",0,"Old","3","Batch2","Low"
"Cell_8511",1027,1719,"Cell",0,"Old","2","Batch2","Low"
"Cell_8521",753,1174,"Cell",0,"Old","0","Batch2","High"
"Cell_8531",668,1043,"Cell",0,"Old","2","Batch2","Low"
"Cell_8541",819,1319,"Cell",0,"Old","2","Batch2","Low"
"Cell_8551",527,783,"Cell",0,"Old","4","Batch2","Low"
"Cell_8561",785,1377,"Cell",0,"Old","5","Batch2","Low"
"Cell_8571",355,621,"Cell",0,"Old","10","Batch2","Low"
"Cell_8581",845,1267,"Cell",0,"Old","0","Batch2","High"
"Cell_8591",521,802,"Cell",0,"Old","5","Batch2","Low"
"Cell_8601",626,869,"Cell",0,"Old","2","Batch2","Low"
"Cell_8611",377,669,"Cell",0,"Old","5","Batch2","Low"
"Cell_8621",1057,1813,"Cell",0,"Old","4","Batch2","Low"
"Cell_8631",2136,5380,"Cell",0,"Old","5","Batch2","Low"
"Cell_8641",912,1515,"Cell",0,"Old","1","Batch2","Low"
"Cell_8661",531,778,"Cell",0,"Old","1","Batch2","Low"
"Cell_8671",1397,2923,"Cell",0,"Old","7","Batch2","Low"
"Cell_8681",1047,1767,"Cell",0,"Old","2","Batch2","Low"
"Cell_8691",1241,2524,"Cell",0,"Old","8","Batch2","Low"
"Cell_8701",468,663,"Cell",0,"Old","2","Batch2","Low"
"Cell_8711",2339,12070,"Cell",0,"Old","6","Batch2","Low"
"Cell_8721",531,776,"Cell",0,"Old","6","Batch2","Low"
"Cell_8731",412,647,"Cell",0,"Old","5","Batch2","Low"
"Cell_8741",501,672,"Cell",0,"Old","3","Batch2","Low"
"Cell_8751",454,626,"Cell",0,"Old","1","Batch2","Low"
"Cell_8761",1112,2163,"Cell",0,"Old","4","Batch2","Low"
"Cell_8771",951,1614,"Cell",0,"Old","4","Batch2","Low"
"Cell_8781",1239,2145,"Cell",0,"Old","2","Batch2","Low"
"Cell_8791",451,700,"Cell",0,"Old","2","Batch2","Low"
"Cell_8801",472,771,"Cell",0,"Old","3","Batch2","Low"
"Cell_8811",449,649,"Cell",0,"Old","8","Batch2","Low"
"Cell_8821",448,614,"Cell",0,"Old","4","Batch2","Low"
"Cell_8831",1489,3392,"Cell",0,"Old","5","Batch2","Low"
"Cell_8841",622,877,"Cell",0,"Old","3","Batch2","Low"
"Cell_8851",434,600,"Cell",0,"Old","5","Batch2","Low"
"Cell_8861",2164,5394,"Cell",0,"Old","4","Batch2","Low"
"Cell_8871",820,1403,"Cell",0,"Old","8","Batch2","Low"
"Cell_8881",866,1591,"Cell",0,"Old","5","Batch2","Low"
"Cell_8891",517,733,"Cell",0,"Old","1","Batch2","Low"
"Cell_8901",884,1659,"Cell",0,"Old","3","Batch2","Low"
"Cell_8911",433,634,"Cell",0,"Old","2","Batch2","Low"
"Cell_8921",420,618,"Cell",0,"Old","5","Batch2","Low"
"Cell_8931",1910,3790,"Cell",0,"Old","8","Batch2","Low"
"Cell_8941",1476,2754,"Cell",0,"Old","7","Batch2","Low"
"Cell_8951",1626,3285,"Cell",0,"Old","3","Batch2","Low"
"Cell_8961",1055,1720,"Cell",0,"Old","3","Batch2","Low"
"Cell_8971",677,1084,"Cell",0,"Old","5","Batch2","Low"
"Cell_8981",824,1253,"Cell",0,"Old","0","Batch2","High"
"Cell_8991",459,643,"Cell",0,"Old","2","Batch2","Low"
"Cell_9001",480,659,"Cell",0,"Old","3","Batch2","Low"
"Cell_9011",538,879,"Cell",0,"Old","4","Batch2","Low"
"Cell_9021",1533,3041,"Cell",0,"Old","8","Batch2","Low"
"Cell_9031",931,1650,"Cell",0,"Old","4","Batch2","Low"
"Cell_9051",846,1563,"Cell",0,"Old","4","Batch2","Low"
"Cell_9061",483,752,"Cell",0,"Old","10","Batch2","Low"
"Cell_9071",713,1080,"Cell",0,"Old","1","Batch2","Low"
"Cell_9081",755,1306,"Cell",0,"Old","0","Batch2","High"
"Cell_9091",461,697,"Cell",0,"Old","5","Batch2","Low"
"Cell_9101",460,691,"Cell",0,"Old","0","Batch2","High"
"Cell_9111",830,1335,"Cell",0,"Old","0","Batch2","High"
"Cell_9121",1368,2559,"Cell",0,"Old","2","Batch2","Low"
"Cell_9131",743,1117,"Cell",0,"Old","2","Batch2","Low"
"Cell_9141",838,1412,"Cell",0,"Old","4","Batch2","Low"
"Cell_9151",609,936,"Cell",0,"Old","7","Batch2","Low"
"Cell_9161",976,1664,"Cell",0,"Old","7","Batch2","Low"
"Cell_9171",561,844,"Cell",0,"Old","0","Batch2","High"
"Cell_9181",959,1654,"Cell",0,"Old","3","Batch2","Low"
"Cell_9191",496,826,"Cell",0,"Old","2","Batch2","Low"
"Cell_9201",452,685,"Cell",0,"Old","8","Batch2","Low"
"Cell_9211",576,1021,"Cell",0,"Old","5","Batch2","Low"
"Cell_9221",1000,1782,"Cell",0,"Old","4","Batch2","Low"
"Cell_9241",604,906,"Cell",0,"Old","4","Batch2","Low"
"Cell_9251",435,654,"Cell",0,"Old","4","Batch2","Low"
"Cell_9261",1047,1884,"Cell",0,"Old","4","Batch2","Low"
"Cell_9271",453,640,"Cell",0,"Old","10","Batch2","Low"
"Cell_9281",1002,1690,"Cell",0,"Old","0","Batch2","High"
"Cell_9291",1343,2384,"Cell",0,"Old","3","Batch2","Low"
"Cell_9301",676,1040,"Cell",0,"Old","5","Batch2","Low"
"Cell_9311",533,786,"Cell",0,"Old","0","Batch2","High"
"Cell_9321",481,738,"Cell",0,"Old","4","Batch2","Low"
"Cell_9331",1497,3120,"Cell",0,"Old","5","Batch2","Low"
"Cell_9341",418,600,"Cell",0,"Old","5","Batch2","Low"
"Cell_9351",602,881,"Cell",0,"Old","3","Batch2","Low"
"Cell_9361",828,1398,"Cell",0,"Old","0","Batch2","High"
"Cell_9371",653,1165,"Cell",0,"Old","5","Batch2","Low"
"Cell_9381",464,653,"Cell",0,"Old","5","Batch2","Low"
"Cell_9391",483,708,"Cell",0,"Old","0","Batch2","High"
"Cell_9401",464,653,"Cell",0,"Old","0","Batch2","High"
"Cell_9411",1975,4880,"Cell",0,"Old","8","Batch2","Low"
"Cell_9421",535,797,"Cell",0,"Old","5","Batch2","Low"
"Cell_9431",1787,4180,"Cell",0,"Old","7","Batch2","Low"
"Cell_9441",545,815,"Cell",0,"Old","5","Batch2","Low"
"Cell_9451",666,1025,"Cell",0,"Old","1","Batch2","Low"
"Cell_9461",464,727,"Cell",0,"Old","5","Batch2","Low"
"Cell_9471",506,857,"Cell",0,"Old","1","Batch2","Low"
"Cell_9481",635,944,"Cell",0,"Old","4","Batch2","Low"
"Cell_9491",1300,2424,"Cell",0,"Old","2","Batch2","Low"
"Cell_9501",491,687,"Cell",0,"Old","0","Batch2","High"
"Cell_9511",1702,3955,"Cell",0,"Old","4","Batch2","Low"
"Cell_9521",525,759,"Cell",0,"Old","7","Batch2","Low"
"Cell_9531",470,666,"Cell",0,"Old","5","Batch2","Low"
"Cell_9541",800,1264,"Cell",0,"Old","2","Batch2","Low"
"Cell_9551",657,1257,"Cell",0,"Old","1","Batch2","Low"
"Cell_9561",969,1746,"Cell",0,"Old","2","Batch2","Low"
"Cell_9571",816,1364,"Cell",0,"Old","5","Batch2","Low"
"Cell_9581",579,882,"Cell",0,"Old","5","Batch2","Low"
"Cell_9591",457,696,"Cell",0,"Old","3","Batch2","Low"
"Cell_9601",455,626,"Cell",0,"Old","4","Batch2","Low"
"Cell_9611",542,763,"Cell",0,"Old","5","Batch2","Low"
"Cell_9621",1179,2279,"Cell",0,"Old","8","Batch2","Low"
"Cell_9631",509,770,"Cell",0,"Old","4","Batch2","Low"
"Cell_9641",1153,2032,"Cell",0,"Old","2","Batch2","Low"
"Cell_9651",499,702,"Cell",0,"Old","0","Batch2","High"
"Cell_9661",415,631,"Cell",0,"Old","5","Batch2","Low"
"Cell_9671",1634,3648,"Cell",0,"Old","5","Batch2","Low"
"Cell_9681",870,1419,"Cell",0,"Old","3","Batch2","Low"
"Cell_9691",497,739,"Cell",0,"Old","5","Batch2","Low"
"Cell_9701",2319,5718,"Cell",0,"Old","4","Batch2","Low"
"Cell_9711",617,996,"Cell",0,"Old","2","Batch2","Low"
"Cell_9721",1312,2400,"Cell",0,"Old","0","Batch2","High"
"Cell_9731",780,1354,"Cell",0,"Old","5","Batch2","Low"
"Cell_9741",679,1194,"Cell",0,"Old","4","Batch2","Low"
"Cell_9751",378,604,"Cell",0,"Old","10","Batch2","Low"
"Cell_9761",1094,1986,"Cell",0,"Old","7","Batch2","Low"
"Cell_9771",1149,2061,"Cell",0,"Old","7","Batch2","Low"
"Cell_9781",867,1476,"Cell",0,"Old","4","Batch2","Low"
"Cell_9791",1085,2062,"Cell",0,"Old","5","Batch2","Low"
"Cell_9811",492,686,"Cell",0,"Old","0","Batch2","High"
"Cell_9821",531,830,"Cell",0,"Old","5","Batch2","Low"
"Cell_9831",914,1489,"Cell",0,"Old","4","Batch2","Low"
"Cell_9841",449,636,"Cell",0,"Old","1","Batch2","Low"
"Cell_9851",492,798,"Cell",0,"Old","0","Batch2","High"
"Cell_9861",429,651,"Cell",0,"Old","7","Batch2","Low"
"Cell_9871",862,4769,"Cell",0,"Old","6","Batch2","Low"
"Cell_9881",957,1536,"Cell",0,"Old","4","Batch2","Low"
"Cell_9891",508,689,"Cell",0,"Old","8","Batch2","Low"
"Cell_9901",932,1705,"Cell",0,"Old","4","Batch2","Low"
"Cell_9911",456,674,"Cell",0,"Old","5","Batch2","Low"
"Cell_9921",2042,5073,"Cell",0,"Old","8","Batch2","Low"
"Cell_9931",783,1425,"Cell",0,"Old","5","Batch2","Low"
"Cell_9941",668,1009,"Cell",0,"Old","3","Batch2","Low"
"Cell_9951",403,600,"Cell",0,"Old","1","Batch2","Low"
"Cell_9961",1091,1972,"Cell",0,"Old","2","Batch2","Low"
"Cell_9971",632,1108,"Cell",0,"Old","5","Batch2","Low"
"Cell_9981",450,734,"Cell",0,"Old","0","Batch2","High"
"Cell_9991",595,890,"Cell",0,"Old","0","Batch2","High"
"Cell_10001",471,865,"Cell",0,"Old","5","Batch2","Low"
"Cell_10011",1318,2672,"Cell",0,"Old","8","Batch2","Low"
"Cell_10021",978,1570,"Cell",0,"Old","8","Batch2","Low"
"Cell_10031",578,961,"Cell",0,"Old","5","Batch2","Low"
"Cell_10041",563,828,"Cell",0,"Old","2","Batch2","Low"
"Cell_10051",742,1153,"Cell",0,"Old","2","Batch2","Low"
"Cell_10061",453,642,"Cell",0,"Old","0","Batch2","High"
"Cell_10071",971,1656,"Cell",0,"Old","1","Batch2","Low"
"Cell_10081",993,1656,"Cell",0,"Old","7","Batch2","Low"
"Cell_10091",441,655,"Cell",0,"Old","5","Batch2","Low"
"Cell_10101",842,1502,"Cell",0,"Old","1","Batch2","Low"
"Cell_10111",619,909,"Cell",0,"Old","4","Batch2","Low"
"Cell_10131",482,777,"Cell",0,"Old","1","Batch2","Low"
"Cell_10141",1424,3099,"Cell",0,"Old","0","Batch2","High"
"Cell_10151",768,1243,"Cell",0,"Old","4","Batch2","Low"
"Cell_10161",503,758,"Cell",0,"Old","5","Batch2","Low"
"Cell_10171",407,733,"Cell",0,"Old","5","Batch2","Low"
"Cell_10181",831,1386,"Cell",0,"Old","4","Batch2","Low"
"Cell_10191",576,914,"Cell",0,"Old","5","Batch2","Low"
"Cell_10201",461,682,"Cell",0,"Old","7","Batch2","Low"
"Cell_10211",957,1582,"Cell",0,"Old","2","Batch2","Low"
"Cell_10221",581,824,"Cell",0,"Old","2","Batch2","Low"
"Cell_10231",2491,5742,"Cell",0,"Old","4","Batch2","Low"
"Cell_10241",1001,1640,"Cell",0,"Old","4","Batch2","Low"
"Cell_10251",564,899,"Cell",0,"Old","0","Batch2","High"
"Cell_10261",499,815,"Cell",0,"Old","0","Batch2","High"
"Cell_10271",665,1102,"Cell",0,"Old","4","Batch2","Low"
"Cell_10281",451,750,"Cell",0,"Old","5","Batch2","Low"
"Cell_10291",845,1231,"Cell",0,"Old","0","Batch2","High"
"Cell_10301",1153,2110,"Cell",0,"Old","7","Batch2","Low"
"Cell_10311",408,672,"Cell",0,"Old","4","Batch2","Low"
"Cell_10321",556,857,"Cell",0,"Old","5","Batch2","Low"
"Cell_10331",418,661,"Cell",0,"Old","5","Batch2","Low"
"Cell_10341",425,657,"Cell",0,"Old","5","Batch2","Low"
"Cell_10351",625,1003,"Cell",0,"Old","5","Batch2","Low"
"Cell_10361",469,746,"Cell",0,"Old","8","Batch2","Low"
"Cell_10371",431,652,"Cell",0,"Old","2","Batch2","Low"
"Cell_10381",553,959,"Cell",0,"Old","1","Batch2","Low"
"Cell_10391",525,722,"Cell",0,"Old","4","Batch2","Low"
"Cell_10401",541,771,"Cell",0,"Old","5","Batch2","Low"
"Cell_10411",525,818,"Cell",0,"Old","5","Batch2","Low"
"Cell_10421",617,1050,"Cell",0,"Old","0","Batch2","High"
"Cell_10431",422,631,"Cell",0,"Old","5","Batch2","Low"
"Cell_10441",478,675,"Cell",0,"Old","0","Batch2","High"
"Cell_10451",592,835,"Cell",0,"Old","2","Batch2","Low"
"Cell_10461",543,832,"Cell",0,"Old","0","Batch2","High"
"Cell_10471",413,626,"Cell",0,"Old","5","Batch2","Low"
"Cell_10481",508,758,"Cell",0,"Old","5","Batch2","Low"
"Cell_10491",856,1374,"Cell",0,"Old","4","Batch2","Low"
"Cell_10501",689,1182,"Cell",0,"Old","3","Batch2","Low"
"Cell_10511",881,1475,"Cell",0,"Old","5","Batch2","Low"
"Cell_10521",1992,5210,"Cell",0,"Old","5","Batch2","Low"
"Cell_10531",636,1051,"Cell",0,"Old","5","Batch2","Low"
"Cell_10541",455,675,"Cell",0,"Old","7","Batch2","Low"
"Cell_10551",719,1205,"Cell",0,"Old","5","Batch2","Low"
"Cell_10561",565,864,"Cell",0,"Old","5","Batch2","Low"
"Cell_10571",1364,2523,"Cell",0,"Old","3","Batch2","Low"
"Cell_10581",732,1114,"Cell",0,"Old","1","Batch2","Low"
"Cell_10591",1527,3217,"Cell",0,"Old","4","Batch2","Low"
"Cell_10601",1079,2002,"Cell",0,"Old","3","Batch2","Low"
"Cell_10611",1123,2011,"Cell",0,"Old","4","Batch2","Low"
"Cell_10621",462,748,"Cell",0,"Old","10","Batch2","Low"
"Cell_10631",1940,4399,"Cell",0,"Old","4","Batch2","Low"
"Cell_10641",553,1014,"Cell",0,"Old","5","Batch2","Low"
"Cell_10651",588,885,"Cell",0,"Old","5","Batch2","Low"
"Cell_10661",1686,3796,"Cell",0,"Old","3","Batch2","Low"
"Cell_10671",794,1181,"Cell",0,"Old","3","Batch2","Low"
"Cell_10681",2249,5643,"Cell",0,"Old","6","Batch2","Low"
"Cell_10691",466,629,"Cell",0,"Old","1","Batch2","Low"
"Cell_10701",418,717,"Cell",0,"Old","1","Batch2","Low"
"Cell_10711",860,1495,"Cell",0,"Old","5","Batch2","Low"
"Cell_10721",771,1336,"Cell",0,"Old","8","Batch2","Low"
"Cell_10731",1351,2342,"Cell",0,"Old","1","Batch2","Low"
"Cell_10741",1264,2164,"Cell",0,"Old","3","Batch2","Low"
"Cell_10751",830,1325,"Cell",0,"Old","2","Batch2","Low"
"Cell_10761",906,1579,"Cell",0,"Old","4","Batch2","Low"
"Cell_10771",1278,2277,"Cell",0,"Old","4","Batch2","Low"
"Cell_10781",439,621,"Cell",0,"Old","1","Batch2","Low"
"Cell_10791",1034,2029,"Cell",0,"Old","8","Batch2","Low"
"Cell_10801",691,970,"Cell",0,"Old","2","Batch2","Low"
"Cell_10811",1184,2088,"Cell",0,"Old","3","Batch2","Low"
"Cell_10821",714,1109,"Cell",0,"Old","0","Batch2","High"
"Cell_10831",509,771,"Cell",0,"Old","5","Batch2","Low"
"Cell_10841",491,824,"Cell",0,"Old","5","Batch2","Low"
"Cell_10851",437,612,"Cell",0,"Old","3","Batch2","Low"
"Cell_10861",623,962,"Cell",0,"Old","4","Batch2","Low"
"Cell_10871",555,858,"Cell",0,"Old","3","Batch2","Low"
"Cell_10881",1242,2331,"Cell",0,"Old","7","Batch2","Low"
"Cell_10891",1137,2247,"Cell",0,"Old","2","Batch2","Low"
"Cell_10901",607,976,"Cell",0,"Old","3","Batch2","Low"
"Cell_10911",478,654,"Cell",0,"Old","7","Batch2","Low"
"Cell_10921",451,621,"Cell",0,"Old","0","Batch2","High"
"Cell_10931",828,1343,"Cell",0,"Old","0","Batch2","High"
"Cell_10941",689,1074,"Cell",0,"Old","4","Batch2","Low"
"Cell_10951",1383,2775,"Cell",0,"Old","8","Batch2","Low"
"Cell_10961",899,1525,"Cell",0,"Old","4","Batch2","Low"
"Cell_10971",711,1047,"Cell",0,"Old","0","Batch2","High"
"Cell_10981",2481,5622,"Cell",0,"Old","5","Batch2","Low"
"Cell_10991",505,743,"Cell",0,"Old","5","Batch2","Low"
"Cell_11001",720,1254,"Cell",0,"Old","5","Batch2","Low"
"Cell_11011",735,1165,"Cell",0,"Old","2","Batch2","Low"
"Cell_11021",1469,2916,"Cell",0,"Old","4","Batch2","Low"
"Cell_11031",2304,5440,"Cell",0,"Old","6","Batch2","Low"
"Cell_11051",828,1299,"Cell",0,"Old","2","Batch2","Low"
"Cell_11061",1956,4835,"Cell",0,"Old","4","Batch2","Low"
"Cell_11071",1100,1796,"Cell",0,"Old","4","Batch2","Low"
"Cell_11081",842,1446,"Cell",0,"Old","3","Batch2","Low"
"Cell_11091",438,652,"Cell",0,"Old","0","Batch2","High"
"Cell_11101",952,1622,"Cell",0,"Old","1","Batch2","Low"
